2  5362.84	2.244072e+00	1.199018e-01	6.731379e+01	2.237234e+00	9.630639e-01	8.652748e-02	5.120303e-04	1.000927e+02	1.070895e+01	2.478698e-01	8.343414e-01	
5  5365.37	2.229894e+00	1.185775e-01	6.761987e+01	2.267302e+00	9.683980e-01	1.001850e-01	1.971852e-05	9.971378e+01	1.189096e+01	2.478093e-01	8.382121e-01	
1  5364.88	2.229894e+00	1.185775e-01	6.761987e+01	2.267302e+00	9.683980e-01	1.001850e-01	1.971852e-05	9.949026e+01	1.189096e+01	2.478093e-01	8.382121e-01	
2  5364.48	2.229894e+00	1.185775e-01	6.761987e+01	2.267302e+00	9.683980e-01	1.001850e-01	1.971852e-05	9.951861e+01	1.189096e+01	2.478093e-01	8.382121e-01	
6  5364.16	2.229894e+00	1.185775e-01	6.761987e+01	2.267302e+00	9.683980e-01	1.001850e-01	1.971852e-05	9.962203e+01	1.189096e+01	2.478093e-01	8.382121e-01	
3  5363.78	2.216053e+00	1.190579e-01	6.728923e+01	2.250967e+00	9.660714e-01	9.581704e-02	8.022403e-04	9.964145e+01	1.158072e+01	2.477500e-01	8.354494e-01	
6  5364.84	2.216053e+00	1.190579e-01	6.728923e+01	2.250967e+00	9.660714e-01	9.581704e-02	8.022403e-04	9.972789e+01	1.158072e+01	2.477500e-01	8.354494e-01	
4  5366.12	2.217991e+00	1.169537e-01	6.811814e+01	2.278166e+00	9.710912e-01	1.062584e-01	1.894177e-05	9.957084e+01	1.239072e+01	2.477583e-01	8.358039e-01	
4  5365.02	2.217991e+00	1.169537e-01	6.811814e+01	2.278166e+00	9.710912e-01	1.062584e-01	1.894177e-05	9.947827e+01	1.239072e+01	2.477583e-01	8.358039e-01	
1  5366.77	2.230831e+00	1.152758e-01	6.885827e+01	2.321478e+00	9.720410e-01	1.171069e-01	3.887847e-03	9.951044e+01	1.316843e+01	2.478133e-01	8.315057e-01	
2  5368.02	2.209795e+00	1.150724e-01	6.883515e+01	2.333010e+00	9.743442e-01	1.206516e-01	9.657660e-04	9.950451e+01	1.352219e+01	2.477231e-01	8.390360e-01	
2  5366.03	2.192339e+00	1.156816e-01	6.876939e+01	2.280389e+00	9.720378e-01	1.067231e-01	8.195820e-03	9.956000e+01	1.248758e+01	2.476479e-01	8.221114e-01	
1  5365.54	2.185810e+00	1.159529e-01	6.852027e+01	2.261523e+00	9.695394e-01	9.868669e-02	1.224766e-02	9.987109e+01	1.184744e+01	2.476197e-01	8.131442e-01	
1  5363.58	2.186176e+00	1.184085e-01	6.748748e+01	2.202140e+00	9.632463e-01	8.141471e-02	1.763475e-02	9.995266e+01	1.039590e+01	2.476213e-01	8.008500e-01	
4  5363.59	2.186176e+00	1.184085e-01	6.748748e+01	2.202140e+00	9.632463e-01	8.141471e-02	1.763475e-02	9.995767e+01	1.039590e+01	2.476213e-01	8.008500e-01	
2  5363.14	2.174118e+00	1.208029e-01	6.677964e+01	2.197949e+00	9.585414e-01	7.511202e-02	1.103749e-02	1.001424e+02	9.904572e+00	2.475689e-01	8.171025e-01	
4  5362.98	2.190832e+00	1.218170e-01	6.662216e+01	2.118647e+00	9.633017e-01	6.148350e-02	6.246581e-03	9.967362e+01	8.560074e+00	2.476414e-01	8.132747e-01	
3  5361.43	2.219291e+00	1.220741e-01	6.677393e+01	2.133881e+00	9.642636e-01	6.153526e-02	8.044288e-03	9.992552e+01	8.499008e+00	2.477639e-01	8.135349e-01	
1  5361.84	2.219291e+00	1.220741e-01	6.677393e+01	2.133881e+00	9.642636e-01	6.153526e-02	8.044288e-03	9.996976e+01	8.499008e+00	2.477639e-01	8.135349e-01	
2  5361.33	2.219291e+00	1.220741e-01	6.677393e+01	2.133881e+00	9.642636e-01	6.153526e-02	8.044288e-03	9.989728e+01	8.499008e+00	2.477639e-01	8.135349e-01	
2  5359.9	2.222548e+00	1.213366e-01	6.692847e+01	2.194877e+00	9.573283e-01	7.394747e-02	9.419739e-03	1.000101e+02	9.667679e+00	2.477779e-01	8.180381e-01	
4  5357.68	2.210601e+00	1.210695e-01	6.678837e+01	2.178426e+00	9.650755e-01	6.975632e-02	6.497291e-03	1.002462e+02	9.299881e+00	2.477266e-01	8.208536e-01	
3  5359.42	2.210601e+00	1.210695e-01	6.678837e+01	2.178426e+00	9.650755e-01	6.975632e-02	6.497291e-03	1.000978e+02	9.299881e+00	2.477266e-01	8.208536e-01	
3  5361.42	2.210601e+00	1.210695e-01	6.678837e+01	2.178426e+00	9.650755e-01	6.975632e-02	6.497291e-03	1.000304e+02	9.299881e+00	2.477266e-01	8.208536e-01	
4  5361.41	2.197405e+00	1.212306e-01	6.661056e+01	2.135701e+00	9.635005e-01	5.907342e-02	2.949682e-03	1.000903e+02	8.289841e+00	2.476698e-01	8.185052e-01	
1  5362.59	2.216659e+00	1.225647e-01	6.636716e+01	2.150959e+00	9.622426e-01	6.194368e-02	5.855668e-03	9.997966e+01	8.553055e+00	2.477526e-01	8.203680e-01	
1  5358.95	2.216659e+00	1.225647e-01	6.636716e+01	2.150959e+00	9.622426e-01	6.194368e-02	5.855668e-03	1.001714e+02	8.553055e+00	2.477526e-01	8.203680e-01	
2  5358.93	2.216659e+00	1.225647e-01	6.636716e+01	2.150959e+00	9.622426e-01	6.194368e-02	5.855668e-03	1.002001e+02	8.553055e+00	2.477526e-01	8.203680e-01	
6  5359.12	2.216659e+00	1.225647e-01	6.636716e+01	2.150959e+00	9.622426e-01	6.194368e-02	5.855668e-03	1.001397e+02	8.553055e+00	2.477526e-01	8.203680e-01	
1  5358.46	2.196511e+00	1.220788e-01	6.625586e+01	2.143347e+00	9.593739e-01	6.285958e-02	1.253287e-02	9.996456e+01	8.685715e+00	2.476659e-01	8.072812e-01	
1  5358.8	2.198822e+00	1.203574e-01	6.692448e+01	2.209011e+00	9.609785e-01	8.007060e-02	1.322525e-02	9.991919e+01	1.027939e+01	2.476759e-01	8.136235e-01	
3  5359.66	2.198822e+00	1.203574e-01	6.692448e+01	2.209011e+00	9.609785e-01	8.007060e-02	1.322525e-02	9.986107e+01	1.027939e+01	2.476759e-01	8.136235e-01	
5  5358.68	2.198822e+00	1.203574e-01	6.692448e+01	2.209011e+00	9.609785e-01	8.007060e-02	1.322525e-02	9.993259e+01	1.027939e+01	2.476759e-01	8.136235e-01	
