3  5358.88	2.211619e+00	1.175981e-01	6.791426e+01	2.228418e+00	9.681116e-01	8.649071e-02	5.407347e-03	1.002266e+02	1.075107e+01	2.477310e-01	8.206160e-01	
4  5358.33	2.206911e+00	1.182311e-01	6.761970e+01	2.169330e+00	9.640910e-01	7.182270e-02	1.465109e-04	1.002147e+02	9.447281e+00	2.477107e-01	8.183964e-01	
1  5358.34	2.206911e+00	1.182311e-01	6.761970e+01	2.169330e+00	9.640910e-01	7.182270e-02	1.465109e-04	1.000805e+02	9.447281e+00	2.477107e-01	8.183964e-01	
2  5358.54	2.206911e+00	1.182311e-01	6.761970e+01	2.169330e+00	9.640910e-01	7.182270e-02	1.465109e-04	1.002318e+02	9.447281e+00	2.477107e-01	8.183964e-01	
2  5357.97	2.206911e+00	1.182311e-01	6.761970e+01	2.169330e+00	9.640910e-01	7.182270e-02	1.465109e-04	1.001616e+02	9.447281e+00	2.477107e-01	8.183964e-01	
3  5360.09	2.217154e+00	1.174218e-01	6.800060e+01	2.244556e+00	9.653259e-01	8.872131e-02	3.066257e-03	1.002640e+02	1.092514e+01	2.477548e-01	8.252120e-01	
5  5359.43	2.199727e+00	1.173323e-01	6.783807e+01	2.171883e+00	9.669464e-01	7.690248e-02	1.666611e-03	9.989794e+01	9.918610e+00	2.476798e-01	8.145972e-01	
5  5359.8	2.199727e+00	1.173323e-01	6.783807e+01	2.171883e+00	9.669464e-01	7.690248e-02	1.666611e-03	9.980282e+01	9.918610e+00	2.476798e-01	8.145972e-01	
4  5360.72	2.212316e+00	1.178863e-01	6.766712e+01	2.171860e+00	9.638927e-01	7.198833e-02	3.889296e-03	1.001481e+02	9.440262e+00	2.477340e-01	8.116135e-01	
1  5360.99	2.212316e+00	1.178863e-01	6.766712e+01	2.171860e+00	9.638927e-01	7.198833e-02	3.889296e-03	1.001296e+02	9.440262e+00	2.477340e-01	8.116135e-01	
2  5360.29	2.212316e+00	1.178863e-01	6.766712e+01	2.171860e+00	9.638927e-01	7.198833e-02	3.889296e-03	1.002561e+02	9.440262e+00	2.477340e-01	8.116135e-01	
5  5360.44	2.212316e+00	1.178863e-01	6.766712e+01	2.171860e+00	9.638927e-01	7.198833e-02	3.889296e-03	1.002769e+02	9.440262e+00	2.477340e-01	8.116135e-01	
1  5361.42	2.201183e+00	1.204579e-01	6.665830e+01	2.149944e+00	9.576010e-01	6.137082e-02	2.490069e-03	1.005050e+02	8.495499e+00	2.476861e-01	8.166836e-01	
1  5363.17	2.212072e+00	1.208940e-01	6.674409e+01	2.144379e+00	9.542616e-01	5.828680e-02	1.131984e-02	1.005353e+02	8.168411e+00	2.477329e-01	8.032327e-01	
1  5363.76	2.220310e+00	1.220817e-01	6.637749e+01	2.137222e+00	9.531003e-01	5.532002e-02	1.265479e-02	1.005359e+02	7.867294e+00	2.477683e-01	8.029284e-01	
3  5364.27	2.220310e+00	1.220817e-01	6.637749e+01	2.137222e+00	9.531003e-01	5.532002e-02	1.265479e-02	1.005695e+02	7.867294e+00	2.477683e-01	8.029284e-01	
1  5363.31	2.220310e+00	1.220817e-01	6.637749e+01	2.137222e+00	9.531003e-01	5.532002e-02	1.265479e-02	1.004445e+02	7.867294e+00	2.477683e-01	8.029284e-01	
