4  5359.49	2.192186e+00	1.213702e-01	6.653251e+01	2.173972e+00	9.576679e-01	7.059416e-02	2.322076e-03	1.000838e+02	9.436050e+00	2.476473e-01	8.256466e-01	
2  5361.43	2.191679e+00	1.189687e-01	6.739677e+01	2.257381e+00	9.643001e-01	9.074445e-02	2.810497e-03	1.002866e+02	1.122275e+01	2.476451e-01	8.346329e-01	
1  5360.42	2.211778e+00	1.208392e-01	6.689078e+01	2.230540e+00	9.634665e-01	8.049642e-02	4.226491e-03	1.004641e+02	1.029062e+01	2.477317e-01	8.327144e-01	
2  5359.38	2.211778e+00	1.208392e-01	6.689078e+01	2.230540e+00	9.634665e-01	8.049642e-02	4.226491e-03	1.003805e+02	1.029062e+01	2.477317e-01	8.327144e-01	
5  5359.67	2.211778e+00	1.208392e-01	6.689078e+01	2.230540e+00	9.634665e-01	8.049642e-02	4.226491e-03	1.004156e+02	1.029062e+01	2.477317e-01	8.327144e-01	
3  5358.74	2.196329e+00	1.199020e-01	6.705166e+01	2.222030e+00	9.671488e-01	8.325504e-02	7.974436e-03	1.001685e+02	1.056436e+01	2.476651e-01	8.241482e-01	
3  5358.96	2.198590e+00	1.200111e-01	6.703835e+01	2.242899e+00	9.656885e-01	8.692933e-02	8.572812e-03	1.002333e+02	1.088864e+01	2.476749e-01	8.269560e-01	
3  5358.26	2.198590e+00	1.200111e-01	6.703835e+01	2.242899e+00	9.656885e-01	8.692933e-02	8.572812e-03	1.001595e+02	1.088864e+01	2.476749e-01	8.269560e-01	
5  5361.46	2.188063e+00	1.196500e-01	6.702034e+01	2.263543e+00	9.619053e-01	8.818857e-02	1.171944e-02	1.004764e+02	1.102481e+01	2.476294e-01	8.240233e-01	
3  5360.93	2.173443e+00	1.193931e-01	6.695883e+01	2.170053e+00	9.635894e-01	6.847330e-02	7.358862e-03	1.003870e+02	9.244431e+00	2.475659e-01	8.133241e-01	
1  5362.34	2.173443e+00	1.193931e-01	6.695883e+01	2.170053e+00	9.635894e-01	6.847330e-02	7.358862e-03	1.002586e+02	9.244431e+00	2.475659e-01	8.133241e-01	
3  5363.06	2.173443e+00	1.193931e-01	6.695883e+01	2.170053e+00	9.635894e-01	6.847330e-02	7.358862e-03	1.002287e+02	9.244431e+00	2.475659e-01	8.133241e-01	
2  5362.5	2.177279e+00	1.191681e-01	6.698499e+01	2.185548e+00	9.625491e-01	7.546391e-02	5.618704e-03	9.993028e+01	9.891937e+00	2.475826e-01	8.172828e-01	
1  5362.58	2.187204e+00	1.183870e-01	6.737075e+01	2.213782e+00	9.649585e-01	8.250110e-02	3.620070e-03	9.995148e+01	1.048996e+01	2.476257e-01	8.232035e-01	
3  5359.55	2.204767e+00	1.192735e-01	6.737310e+01	2.182979e+00	9.674491e-01	7.725002e-02	1.756209e-03	9.968429e+01	9.978973e+00	2.477015e-01	8.237041e-01	
4  5359.69	2.204767e+00	1.192735e-01	6.737310e+01	2.182979e+00	9.674491e-01	7.725002e-02	1.756209e-03	9.967950e+01	9.978973e+00	2.477015e-01	8.237041e-01	
1  5360.17	2.206381e+00	1.214185e-01	6.659569e+01	2.173865e+00	9.596228e-01	7.173214e-02	6.292101e-03	9.970906e+01	9.505539e+00	2.477085e-01	8.197960e-01	
1  5359.49	2.199915e+00	1.204692e-01	6.693197e+01	2.145944e+00	9.655126e-01	6.366198e-02	1.247864e-03	1.000165e+02	8.727127e+00	2.476806e-01	8.211008e-01	
4  5359.02	2.205757e+00	1.202480e-01	6.707241e+01	2.094543e+00	9.631714e-01	5.312392e-02	3.111109e-03	9.986240e+01	7.645493e+00	2.477058e-01	8.068785e-01	
3  5358.2	2.205757e+00	1.202480e-01	6.707241e+01	2.094543e+00	9.631714e-01	5.312392e-02	3.111109e-03	1.001385e+02	7.645493e+00	2.477058e-01	8.068785e-01	
